facility_id,name,state,latitude,longitude,tornado_event_days,tornado_density_per_10k_km2_yr,tornado_density_lo95,tornado_density_hi95,tornado_strike_prob_per_yr,tornado_strike_return_yr,hail_event_days,hail_density_per_10k_km2_yr,hail_density_lo95,hail_density_hi95,wind_event_days,wind_density_per_10k_km2_yr,wind_density_lo95,wind_density_hi95
dc_c2c582121fae,Morgan Wireless,WV,39.6309851,-78.2253196,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,2.3420989222114293e-06,426967.4480938626,6,0.477464829275686,0.17522117730435385,1.0392399224320232,7,0.5570423008216338,0.22395989565228858,1.1477200382123114
dc_6324e54cb1f3,VIRTBIZ,TX,32.7825463,-96.7828145,6,0.477464829275686,0.17522117730435385,1.0392399224320232,0.00045421776499778027,2201.587161622547,46,3.660563691113593,2.679992691803105,4.882678984533113,25,1.9894367886486917,1.2874585943965784,2.9368011520653647
dc_94697aa66760,FirstLight Data Center,ME,43.657708,-70.261781,0,0.0,0.0,0.29355169979618273,0.0,,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,5,0.3978873577297384,0.1291929420148819,0.9285363640309683
dc_72d8cb06afd7,Learning GIS!,IN,40.42179,-86.9141546,3,0.238732414637843,0.04923236325599575,0.697677423242973,0.0004953568496713701,2018.7466887021355,10,0.7957747154594768,0.38160490751823783,1.4634580346535166,31,2.466901617924378,1.676139963202571,3.501569932448841
dc_ba3a04b0acb7,Agricultural and Biological Engineering,IN,40.4218543,-86.9165454,3,0.238732414637843,0.04923236325599575,0.697677423242973,0.0004953568496713701,2018.7466887021355,10,0.7957747154594768,0.38160490751823783,1.4634580346535166,30,2.3873241463784303,1.6107175765047343,3.4080536623574376
dc_eef3ba94431e,Windstream Communications,NC,35.881397,-78.851552,3,0.238732414637843,0.04923236325599575,0.697677423242973,0.0005303601035885506,1885.5113596097199,5,0.3978873577297384,0.1291929420148819,0.9285363640309683,4,0.3183098861837907,0.0867287307586625,0.8149997314022375
dc_d1631b663c48,Level 3 Communications,NC,35.881364,-78.8515726,3,0.238732414637843,0.04923236325599575,0.697677423242973,0.0005303601035885506,1885.5113596097199,5,0.3978873577297384,0.1291929420148819,0.9285363640309683,4,0.3183098861837907,0.0867287307586625,0.8149997314022375
dc_a28b6b533687,OptimumHQ,AZ,33.3804149,-111.7526684,0,0.0,0.0,0.29355169979618273,0.0,,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,52,4.138028520389279,3.090477624150646,5.426473866921704
dc_2980260de3e5,The Chatfield Group,AZ,33.380601,-111.7528888,0,0.0,0.0,0.29355169979618273,0.0,,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,52,4.138028520389279,3.090477624150646,5.426473866921704
dc_b9549d1a3e6c,All About Serving Process Server,AZ,33.3199157,-111.809686,0,0.0,0.0,0.29355169979618273,0.0,,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,52,4.138028520389279,3.090477624150646,5.426473866921704
dc_4dccde6d1dfb,Emailage,AZ,33.302965,-111.8405386,0,0.0,0.0,0.29355169979618273,0.0,,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,52,4.138028520389279,3.090477624150646,5.426473866921704
dc_0ffde5e0d6a1,Alliance Technology,AZ,33.3799862,-111.728405,0,0.0,0.0,0.29355169979618273,0.0,,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,50,3.9788735772973833,2.9531966608605673,5.245648778575227
dc_74f18bfa8df0,8100 Boone Boulevard,VA,38.913156,-77.225732,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,8.78287095829286e-05,11385.798615836336,11,0.8753521870054244,0.43697265787802503,1.5662468597585324,33,2.626056561016273,1.8076565040007162,3.6879597690850567
dc_4465586fa278,Atlanta ATL13,GA,33.7555186,-84.3914814,6,0.477464829275686,0.17522117730435385,1.0392399224320232,0.0010695071768085076,935.0100884634337,8,0.6366197723675814,0.2748472317696824,1.2543947416433225,16,1.2732395447351628,0.7277664119814672,2.0676612519983335
dc_c91b689569e2,Data Holdings Data Center,WI,43.0439408,-87.9539794,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,1.1710494611057146e-06,853934.8961877252,10,0.7957747154594768,0.38160490751823783,1.4634580346535166,24,1.909859317102744,1.2236829014986546,2.8417192751699107
dc_8f61bbab2b18,STACK Infrastructure,CA,37.403305,-121.891247,0,0.0,0.0,0.29355169979618273,0.0,,0,0.0,0.0,0.29355169979618273,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753
dc_16b0103c1ecb,Digital West Data Center,CA,35.2553162,-120.6415128,0,0.0,0.0,0.29355169979618273,0.0,,0,0.0,0.0,0.29355169979618273,0,0.0,0.0,0.29355169979618273
dc_e0a8ffe0675b,Chick-fil-A Hiring Center,MI,42.6279424,-82.9883939,0,0.0,0.0,0.29355169979618273,0.0,,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,16,1.2732395447351628,0.7277664119814672,2.0676612519983335
dc_9fe2fa1cb2a0,Ergonomic Group,CT,41.706538,-72.590904,0,0.0,0.0,0.29355169979618273,0.0,,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,9,0.716197243913529,0.3274909855575829,1.3595654605234175
dc_e6031badf345,San Jose Colocation Center,CA,37.334508,-121.89143,0,0.0,0.0,0.29355169979618273,0.0,,0,0.0,0.0,0.29355169979618273,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753
dc_a6907eaa6ace,Amazon Web Services IAD69,VA,39.0254851,-77.4146998,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,0.00010656550096062004,9383.89995810687,10,0.7957747154594768,0.38160490751823783,1.4634580346535166,32,2.5464790894703255,1.741789812109624,3.594868674953859
dc_165fe373f4a4,Stream Data Centers Houston,TX,30.1777082,-95.486593,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,0.00020544306220908107,4867.528692608232,11,0.8753521870054244,0.43697265787802503,1.5662468597585324,7,0.5570423008216338,0.22395989565228858,1.1477200382123114
dc_70473eb49a8f,Crown Castle Baltimore,MD,39.287752,-76.60685,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,6.775692181957665e-05,14758.639754367874,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,28,2.228169203286535,1.4806022539711912,3.220324880202641
dc_a5cc2c2adb3a,AiNET One Market Center,MD,39.29165,-76.61974,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,6.775692181957665e-05,14758.639754367874,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,27,2.148591731740587,1.4159354898727174,3.126088164252776
dc_8adc27a50dae,Lumen McLean,VA,38.9208538,-77.2115713,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,8.78287095829286e-05,11385.798615836336,11,0.8753521870054244,0.43697265787802503,1.5662468597585324,33,2.626056561016273,1.8076565040007162,3.6879597690850567
dc_14899623a0b1,TierPoint Milwaukee,WI,43.0093779,-87.9610618,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,5.4964377506457834e-05,18193.601844804096,10,0.7957747154594768,0.38160490751823783,1.4634580346535166,24,1.909859317102744,1.2236829014986546,2.8417192751699107
dc_7cf3203418c1,Frontier Science,NY,42.9902011,-78.8123836,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,6.132786027810628e-05,16305.802867819843,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,6,0.477464829275686,0.17522117730435385,1.0392399224320232
dc_8d9f4b8cf0b8,505 Marquette,NM,35.088399,-106.65223,0,0.0,0.0,0.29355169979618273,0.0,,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,4,0.3183098861837907,0.0867287307586625,0.8149997314022375
dc_b82bb79938c5,123 Central,NM,35.0844494,-106.6489853,0,0.0,0.0,0.29355169979618273,0.0,,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,4,0.3183098861837907,0.0867287307586625,0.8149997314022375
dc_02eebfd81a53,Oak Tower,MO,39.1010328,-94.5793375,7,0.5570423008216338,0.22395989565228858,1.1477200382123114,0.0012486543233684601,800.8621611963251,37,2.9443664472000637,2.0731057014455665,4.05842129816347,53,4.217605991935226,3.1592763058406756,5.516732480417897
dc_27fa53a57833,Netrality Data Centers,MO,39.1009469,-94.5809437,7,0.5570423008216338,0.22395989565228858,1.1477200382123114,0.0012486543233684601,800.8621611963251,37,2.9443664472000637,2.0731057014455665,4.05842129816347,53,4.217605991935226,3.1592763058406756,5.516732480417897
dc_52be2b848b4f,Netrality,IL,41.8728811,-87.63344,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,0.0001246254257497924,8024.044804530314,11,0.8753521870054244,0.43697265787802503,1.5662468597585324,46,3.660563691113593,2.679992691803105,4.882678984533113
dc_d5e6794a2612,Brandaleone Lab for Data and Visualization,NC,36.0030993,-78.9385323,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,0.0004529033790826353,2207.9764607310276,3,0.238732414637843,0.04923236325599575,0.697677423242973,4,0.3183098861837907,0.0867287307586625,0.8149997314022375
dc_d1cc4e423ca1,Frontier (supercomputer),TN,35.929597,-84.310567,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,9.30106034483214e-05,10751.46233790022,5,0.3978873577297384,0.1291929420148819,0.9285363640309683,41,3.2626763333838547,2.3413528672181125,4.426188855370739
dc_1771855b67b2,TelePacific,CA,37.779653,-122.393857,0,0.0,0.0,0.29355169979618273,0.0,,0,0.0,0.0,0.29355169979618273,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753
dc_23be1dc53fc6,VaultLogix,AZ,33.627367,-111.9017033,0,0.0,0.0,0.29355169979618273,0.0,,3,0.238732414637843,0.04923236325599575,0.697677423242973,47,3.7401411626595404,2.7481150466472073,4.97359486351853
dc_60ad9b8f15c0,Profit Finder Pro Software,AZ,33.6272477,-111.9020476,0,0.0,0.0,0.29355169979618273,0.0,,3,0.238732414637843,0.04923236325599575,0.697677423242973,47,3.7401411626595404,2.7481150466472073,4.97359486351853
dc_37739045bbd2,DataPro USA Web Development,AZ,33.6116624,-111.9139825,0,0.0,0.0,0.29355169979618273,0.0,,3,0.238732414637843,0.04923236325599575,0.697677423242973,48,3.819718634205488,2.816358987776682,5.064392745937859
dc_4b4306dd4707,e360,CA,37.9710809,-122.0437382,0,0.0,0.0,0.29355169979618273,0.0,,0,0.0,0.0,0.29355169979618273,0,0.0,0.0,0.29355169979618273
dc_dd96fac8908c,Digital Realty ORD10,IL,41.8533507,-87.6183067,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,0.00026776280138074394,3734.6487071520255,11,0.8753521870054244,0.43697265787802503,1.5662468597585324,45,3.580986219567645,2.6119959211395822,4.791641305577507
dc_54fd156f6e89,Centersquare Chicago Data Center - ORD1,IL,41.8533827,-87.6186071,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,0.00026776280138074394,3734.6487071520255,11,0.8753521870054244,0.43697265787802503,1.5662468597585324,45,3.580986219567645,2.6119959211395822,4.791641305577507
dc_06c982ebea67,K-Motion Interactive,AZ,33.6344843,-111.8843457,0,0.0,0.0,0.29355169979618273,0.0,,3,0.238732414637843,0.04923236325599575,0.697677423242973,47,3.7401411626595404,2.7481150466472073,4.97359486351853
dc_e2f0d5b0e152,West Monroe,IL,41.8805271,-87.6359383,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,0.00012366282309276348,8086.504698747397,11,0.8753521870054244,0.43697265787802503,1.5662468597585324,46,3.660563691113593,2.679992691803105,4.882678984533113
dc_b5221ae8a695,Iron Mountain Data Centers AZS-1,AZ,33.6446663,-111.8960985,0,0.0,0.0,0.29355169979618273,0.0,,3,0.238732414637843,0.04923236325599575,0.697677423242973,47,3.7401411626595404,2.7481150466472073,4.97359486351853
dc_1ecd2bc35dc3,CoreSite Chicago Data Center (CH1),IL,41.8759405,-87.6314655,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,0.00012366282309276348,8086.504698747397,11,0.8753521870054244,0.43697265787802503,1.5662468597585324,46,3.660563691113593,2.679992691803105,4.882678984533113
dc_dc42b75a08e1,Accelera Data Systems,AZ,33.6647455,-112.1117142,0,0.0,0.0,0.29355169979618273,0.0,,3,0.238732414637843,0.04923236325599575,0.697677423242973,47,3.7401411626595404,2.7481150466472073,4.97359486351853
dc_41dcb90246ba,Expedient Owings Mills,MD,39.427109,-76.81164,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,7.822610400186175e-05,12783.456529756364,5,0.3978873577297384,0.1291929420148819,0.9285363640309683,25,1.9894367886486917,1.2874585943965784,2.9368011520653647
dc_06efc6377b82,Lumen Baltimore,MD,39.291653,-76.619739,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,6.775692181957665e-05,14758.639754367874,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,27,2.148591731740587,1.4159354898727174,3.126088164252776
dc_aeb9d6e08cbd,Expedient Tidepoint,MD,39.274763,-76.590562,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,6.775692181957665e-05,14758.639754367874,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,27,2.148591731740587,1.4159354898727174,3.126088164252776
dc_366bd093071c,Flexential - Denver - Centennial Data Center,CO,39.5938733,-104.8431597,0,0.0,0.0,0.29355169979618273,0.0,,31,2.466901617924378,1.676139963202571,3.501569932448841,10,0.7957747154594768,0.38160490751823783,1.4634580346535166
dc_dbefe86a9d2c,EdgeConneX Data Center,AZ,33.3955855,-111.9700762,0,0.0,0.0,0.29355169979618273,0.0,,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,57,4.535915878119018,3.435458390316326,5.876805138834339
dc_c7c5fc8a1267,,MI,41.8072817,-83.6276287,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,0.0002490470888933524,4015.3049145987916,6,0.477464829275686,0.17522117730435385,1.0392399224320232,17,1.3528170162811104,0.7880657648510953,2.165991092512008
dc_60a8427538d7,IT,CA,33.9102899,-117.5030207,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,2.4592038683220006e-06,406635.66485129774,0,0.0,0.0,0.29355169979618273,5,0.3978873577297384,0.1291929420148819,0.9285363640309683
dc_f96046272fcb,"Alembic Computer Services, Inc.",AZ,33.4051307,-111.9773353,0,0.0,0.0,0.29355169979618273,0.0,,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,58,4.615493349664965,3.5047376073664913,5.9665954511176995
dc_d80fbebeedc2,J-Curve Technologies,AZ,33.4131856,-111.9711539,0,0.0,0.0,0.29355169979618273,0.0,,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,58,4.615493349664965,3.5047376073664913,5.9665954511176995
dc_623234ef1b41,Flexential Cincinnati,OH,39.3159313,-84.4494638,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,2.816373953959244e-05,35506.6484901341,12,0.954929658551372,0.4934260892828536,1.6680699377292627,14,1.1140846016432675,0.6090804187769779,1.8692446564479623
dc_023d2663ae5d,Flexential Denver - Downtown,CO,39.7455941,-104.9950455,0,0.0,0.0,0.29355169979618273,0.0,,32,2.5464790894703255,1.741789812109624,3.594868674953859,12,0.954929658551372,0.4934260892828536,1.6680699377292627
dc_65dbd76e7604,Flexential Dallas - Downtown Dallas,TX,32.8004101,-96.8193707,6,0.477464829275686,0.17522117730435385,1.0392399224320232,0.00045421776499778027,2201.587161622547,46,3.660563691113593,2.679992691803105,4.882678984533113,28,2.228169203286535,1.4806022539711912,3.220324880202641
dc_4861bf2a2b63,Flexential Jacksonville,FL,30.2457482,-81.5817226,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,2.1160863762180264e-05,47257.05014873963,6,0.477464829275686,0.17522117730435385,1.0392399224320232,6,0.477464829275686,0.17522117730435385,1.0392399224320232
dc_a8ddb88fae41,Flexential - Denver - Aurora,CO,39.6610488,-104.8488321,0,0.0,0.0,0.29355169979618273,0.0,,31,2.466901617924378,1.676139963202571,3.501569932448841,10,0.7957747154594768,0.38160490751823783,1.4634580346535166
dc_4bfdea1a9bd2,Flexential Nashville - Brentwood,TN,35.9727294,-86.8084949,10,0.7957747154594768,0.38160490751823783,1.4634580346535166,0.0021437465644893435,466.4730507629793,16,1.2732395447351628,0.7277664119814672,2.0676612519983335,42,3.3422538049298023,2.408802562124762,4.5177562019076065
dc_3d82ec0fd7d6,Flexential Raleigh,NC,35.8505281,-78.8291431,3,0.238732414637843,0.04923236325599575,0.697677423242973,0.0005303601035885506,1885.5113596097199,5,0.3978873577297384,0.1291929420148819,0.9285363640309683,4,0.3183098861837907,0.0867287307586625,0.8149997314022375
dc_672db836d74d,Flexential Tampa - West,FL,28.0373,-82.53998,3,0.238732414637843,0.04923236325599575,0.697677423242973,6.448969382309171e-05,15506.353662388326,3,0.238732414637843,0.04923236325599575,0.697677423242973,4,0.3183098861837907,0.0867287307586625,0.8149997314022375
dc_193e064bdc4b,Flexential Salt Lake City - Lindon,UT,40.332648,-111.7278754,0,0.0,0.0,0.29355169979618273,0.0,,0,0.0,0.0,0.29355169979618273,7,0.5570423008216338,0.22395989565228858,1.1477200382123114
dc_d5a6dcb8e4b7,Digital Realty New York JFK13,NY,40.719928,-74.0044583,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,6.874060336690545e-06,145474.42865208266,3,0.238732414637843,0.04923236325599575,0.697677423242973,21,1.6711269024649011,1.0344538915016788,2.5544949866640834
dc_2e2dbc3e3848,Digital Realty New York JFK12,NY,40.7176766,-74.0084414,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,6.874060336690545e-06,145474.42865208266,3,0.238732414637843,0.04923236325599575,0.697677423242973,21,1.6711269024649011,1.0344538915016788,2.5544949866640834
dc_e17d7e79bbea,CoreSite AT1,GA,33.7559857,-84.3911712,6,0.477464829275686,0.17522117730435385,1.0392399224320232,0.0010695071768085076,935.0100884634337,8,0.6366197723675814,0.2748472317696824,1.2543947416433225,16,1.2732395447351628,0.7277664119814672,2.0676612519983335
dc_a76f8d21216f,UNM Data Center,NM,35.0867385,-106.6153476,0,0.0,0.0,0.29355169979618273,0.0,,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,5,0.3978873577297384,0.1291929420148819,0.9285363640309683
dc_73ec60377ab8,Prime Santa Clara,CA,37.367929,-121.963344,0,0.0,0.0,0.29355169979618273,0.0,,0,0.0,0.0,0.29355169979618273,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753
dc_36114ae3ca3e,Open Data Centers Piscataway,NJ,40.5503501,-74.4568563,3,0.238732414637843,0.04923236325599575,0.697677423242973,2.1635138793928077e-05,46221.10398851016,0,0.0,0.0,0.29355169979618273,18,1.432394487827058,0.8489277539060985,2.263800833235149
dc_5b163fef210d,H5 Secaucus,NJ,40.7853948,-74.0750122,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,4.235685900819371e-05,23608.927182408763,3,0.238732414637843,0.04923236325599575,0.697677423242973,22,1.7507043740108488,1.0971571104607836,2.65058746151136
dc_e0ba05af04ef,"Forescout Technologies, Inc.",CA,37.3228675,-121.9474176,0,0.0,0.0,0.29355169979618273,0.0,,0,0.0,0.0,0.29355169979618273,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753
dc_10b31ee93f9a,Lumen Albany 4,NY,42.7356308,-73.818665,3,0.238732414637843,0.04923236325599575,0.697677423242973,0.0002995614784476084,3338.212927717588,10,0.7957747154594768,0.38160490751823783,1.4634580346535166,21,1.6711269024649011,1.0344538915016788,2.5544949866640834
dc_9c4395da1472,Equinix Chicago Data Center - CH1,IL,41.8535578,-87.6180475,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,0.00026776280138074394,3734.6487071520255,11,0.8753521870054244,0.43697265787802503,1.5662468597585324,45,3.580986219567645,2.6119959211395822,4.791641305577507
dc_ad06f9a5ee9b,501 West,NJ,40.315558,-74.6688514,5,0.3978873577297384,0.1291929420148819,0.9285363640309683,0.00019474552538188035,5134.9061707018955,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,18,1.432394487827058,0.8489277539060985,2.263800833235149
dc_e40648befe43,Dataverge,NY,40.6576264,-74.004628,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,6.874060336690545e-06,145474.42865208266,3,0.238732414637843,0.04923236325599575,0.697677423242973,19,1.5119719593730057,0.9103058882646269,2.361131505836832
dc_497196a639d6,TulsaConnect DC3,OK,36.0994735,-95.8382826,8,0.6366197723675814,0.2748472317696824,1.2543947416433225,0.0016728441551895135,597.784316547235,23,1.8302818455567964,1.1602416866795706,2.746321428352442,76,6.047887837492023,4.76504773844816,7.569833477188317
dc_8d43e8f81b7b,Comarch,AZ,33.3566787,-111.6352356,0,0.0,0.0,0.29355169979618273,0.0,,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,40,3.183098861837907,2.2740524944517753,4.334477203922711
dc_d850cf921795,CoreSite - LA2,CA,34.0584789,-118.2359144,0,0.0,0.0,0.29355169979618273,0.0,,0,0.0,0.0,0.29355169979618273,2,0.15915494309189535,0.019274401971496886,0.5749223773066624
dc_feb9c3b5df7f,NTT Ashburn VA7 Data Center,VA,39.0160142,-77.471954,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,6.557876982192002e-05,15248.837431923665,9,0.716197243913529,0.3274909855575829,1.3595654605234175,29,2.3077466748324826,1.545534166830584,3.314309176190925
dc_4d54edf1f2b3,NTT VA11 Data Center,VA,38.7999731,-77.6099636,3,0.238732414637843,0.04923236325599575,0.697677423242973,0.0001247167676077586,8018.168039321364,9,0.716197243913529,0.3274909855575829,1.3595654605234175,22,1.7507043740108488,1.0971571104607836,2.65058746151136
dc_506cd0de8c4c,Lumen Madison 1 Data Center,WI,43.0677161,-89.3922794,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,0.0005299350126341691,1887.0238352987096,14,1.1140846016432675,0.6090804187769779,1.8692446564479623,40,3.183098861837907,2.2740524944517753,4.334477203922711
dc_5b7a9e3b7823,Fiberhub LAS1,NV,36.065929,-115.13856,0,0.0,0.0,0.29355169979618273,0.0,,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,4,0.3183098861837907,0.0867287307586625,0.8149997314022375
dc_c1dfe74f8be0,DāStor: 3400 Horizon Drive,PA,40.0879189,-75.3397205,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,0.0002408204664290847,4152.470987321477,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,17,1.3528170162811104,0.7880657648510953,2.165991092512008
dc_6f6d4e070042,Rad Web Hosting,TX,32.7784469,-96.798496,6,0.477464829275686,0.17522117730435385,1.0392399224320232,0.00045421776499778027,2201.587161622547,47,3.7401411626595404,2.7481150466472073,4.97359486351853,27,2.148591731740587,1.4159354898727174,3.126088164252776
dc_57b30b036cf1,Alpha Federal,WV,38.3531768,-81.6961822,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,2.8105187066537153e-05,35580.62067448855,7,0.5570423008216338,0.22395989565228858,1.1477200382123114,15,1.1936620731892151,0.6680836010988076,1.9687640632861831
dc_7c8e1e4ba3bf,Parsec Data Management,MT,45.7430786,-108.6030144,1,0.07957747154594767,0.0020147271444755943,0.44337729340660753,9.69628953795532e-07,1031322.3383909722,11,0.8753521870054244,0.43697265787802503,1.5662468597585324,17,1.3528170162811104,0.7880657648510953,2.165991092512008
dc_b4dfc8453b28,Applied Digital,ND,46.9741721,-96.8739403,4,0.3183098861837907,0.0867287307586625,0.8149997314022375,0.00020646773048754857,4843.371880141371,13,1.0345071300973196,0.5508314773952567,1.769038698632439,21,1.6711269024649011,1.0344538915016788,2.5544949866640834
dc_380aecb0436f,RIC1 DC1,VA,37.4892338,-77.2474761,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,3.8000555012880444e-05,26315.405121347463,7,0.5570423008216338,0.22395989565228858,1.1477200382123114,5,0.3978873577297384,0.1291929420148819,0.9285363640309683
dc_d5435f3cc757,RIC1 DC2,VA,37.4886164,-77.2462097,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,3.8000555012880444e-05,26315.405121347463,7,0.5570423008216338,0.22395989565228858,1.1477200382123114,5,0.3978873577297384,0.1291929420148819,0.9285363640309683
dc_1aee472b3c86,RIC1 DC3,VA,37.48786,-77.24483,2,0.15915494309189535,0.019274401971496886,0.5749223773066624,3.8000555012880444e-05,26315.405121347463,7,0.5570423008216338,0.22395989565228858,1.1477200382123114,5,0.3978873577297384,0.1291929420148819,0.9285363640309683
dc_40afc33af359,TulsaConnect,OK,36.153294,-95.989193,8,0.6366197723675814,0.2748472317696824,1.2543947416433225,0.0023354239402831266,428.1877832761998,25,1.9894367886486917,1.2874585943965784,2.9368011520653647,72,5.729577951308232,4.483041875735829,7.215455188075544
